User_ID,Segment,LTV,Satisfaction_Score,Device
0,Pro,750.4022719200143,10.0,Mobile
1,Pro,990.9867500789175,7.501024228436224,Mobile
2,Free,188.34808803283204,8.673195002297188,Desktop
3,Pro,386.1197674587034,6.313650927498671,Desktop
4,Free,916.6285911198181,6.330220580667541,Desktop
5,Free,2275.868312642863,9.122977213874913,Desktop
6,Free,1101.4572669368904,5.475635682672702,Mobile
7,Basic,232.18358210038937,6.877179348142093,Desktop
8,Enterprise,108.5599383242565,7.551041116608348,Desktop
9,Basic,336.07707946998784,7.667058902760079,Mobile
10,Free,676.703468632035,7.231360072475765,Desktop
11,Basic,339.19733866756934,8.093729671643885,Desktop
12,Free,330.0311490037453,8.539283633726717,Desktop
13,Pro,910.7911543049325,8.601956318188995,Tablet
14,Basic,224.2414582282474,6.02129428699826,Mobile
15,Free,982.3236611522211,7.073767353106804,Mobile
16,Basic,261.1158810307507,9.292144292815406,Desktop
17,Basic,198.92194104343906,8.841970781360809,Mobile
18,Free,302.55891287585644,5.440710822778405,Desktop
19,Basic,718.6821742735029,8.027219850528303,Desktop
20,Free,67.33861176990654,4.532662125937785,Desktop
21,Basic,109.33877928111208,7.570402353090555,Desktop
22,Pro,1512.5272562192738,10.0,Desktop
23,Pro,96.4839911254856,6.078160924096521,Desktop
24,Basic,419.34934068669423,6.248515431762627,Desktop
25,Basic,432.9348380491145,8.64604467235929,Desktop
26,Free,336.304237657266,5.185797727185531,Mobile
27,Basic,517.4600686113208,6.550867455172441,Desktop
28,Free,130.56987900925895,8.394661706372629,Mobile
29,Free,402.22070829147435,6.548571228465895,Desktop
30,Free,232.74551736404086,7.146045019183543,Mobile
31,Free,541.8627143872416,8.616278565472552,Desktop
32,Basic,76.12331381052286,8.132319125304843,Desktop
33,Free,423.0063296187814,7.900227594443103,Desktop
34,Basic,102.44947258534953,6.991316581094942,Mobile
35,Free,163.31060305257063,8.055091672903433,Mobile
36,Free,123.40431183475279,7.314400979850365,Desktop
37,Basic,100.95882398980869,8.186708414888678,Desktop
38,Free,873.520080051758,6.754601962323033,Mobile
39,Free,168.23141569534437,7.226146538430688,Mobile
40,Basic,1309.4964595202687,6.015063311171979,Desktop
41,Free,1752.055868226091,7.447488584990646,Desktop
42,Pro,423.45285023925686,6.283498704556733,Desktop
43,Free,77.1593351901143,5.82893032475701,Mobile
44,Free,234.64053987741576,7.887991721783083,Desktop
45,Basic,799.0815151086437,7.819109663786491,Tablet
46,Free,228.95115617433422,8.674310602422858,Desktop
47,Free,45.51912880210078,6.853311645637351,Desktop
48,Free,406.8500491944789,8.112079270255133,Desktop
49,Free,932.5550766240666,8.326196358410495,Mobile
50,Pro,794.637251445945,8.167160711747393,Mobile
51,Free,96.2605822760085,6.261519475796787,Desktop
52,Basic,558.5377667199042,7.724045223406783,Mobile
53,Pro,124.55402997422891,8.046210444081993,Desktop
54,Free,123.08298155587217,7.510767700361913,Desktop
55,Pro,1036.0215818686788,4.370283512443373,Desktop
56,Free,143.62038674606603,7.74073443596022,Desktop
57,Enterprise,152.75152788324525,10.0,Desktop
58,Free,0.32680215703518456,6.959941096864526,Mobile
59,Basic,1022.6902666443611,6.407884353217018,Desktop
60,Free,786.5404874322917,8.060022839567097,Tablet
61,Free,493.52955596129345,7.9685673156998575,Desktop
62,Basic,693.6789911598987,9.289102748124622,Mobile
63,Basic,82.46595886831491,5.613197766136668,Desktop
64,Free,306.5432469125478,8.597070378862488,Desktop
65,Free,216.33032924217136,8.385633091877196,Desktop
66,Basic,49.234671797103786,7.286780194589181,Desktop
67,Basic,332.89295402065056,8.008030976882536,Mobile
68,Enterprise,1267.5086398529636,9.044186222397535,Desktop
69,Basic,20.44178938049949,8.808473070042675,Mobile
70,Enterprise,172.27502670192948,5.785471031889407,Desktop
71,Basic,116.30721454153988,8.730237280133228,Desktop
72,Free,136.00060034847198,7.402967092451222,Desktop
73,Free,1195.3506411923292,7.6093111470232735,Mobile
74,Basic,315.6207996288356,7.6097954865025415,Mobile
75,Basic,313.96014783062026,7.2746355168026104,Desktop
76,Free,714.7588734519326,9.287561245660598,Desktop
77,Free,83.90894505614924,7.3744230602261815,Desktop
78,Enterprise,333.99841354523954,5.820680807425247,Tablet
79,Basic,281.04648917574457,6.909705216045407,Mobile
80,Free,454.2985650204533,7.768042075215713,Desktop
81,Free,3861.76476103123,9.343822176445576,Desktop
82,Free,733.6413617363867,8.40464202742325,Desktop
83,Free,253.63738693217297,6.224197081879434,Tablet
84,Free,878.8328196142538,10.0,Desktop
85,Free,93.59169618058402,7.897162966466969,Mobile
86,Basic,15.468674449368606,9.413086106998522,Desktop
87,Free,114.35976691547312,7.272428349634156,Mobile
88,Pro,208.06960416615416,8.300038867058174,Mobile
89,Pro,357.2679050552802,8.759202756777608,Mobile
90,Free,477.4237154703567,9.327292067631383,Mobile
91,Basic,1207.349274895966,9.086052458067337,Mobile
92,Free,356.5259962798689,8.808295500109466,Desktop
93,Pro,347.85086494797633,7.027369903208837,Desktop
94,Free,25.774563461784318,6.642380937065908,Desktop
95,Basic,17.76776328235749,7.998911265486297,Tablet
96,Basic,400.54435866823445,8.899692108511605,Desktop
97,Free,288.28564838544906,7.165918948835089,Mobile
98,Free,913.7360039524066,9.09775794857158,Mobile
99,Basic,87.58137200227975,9.67892511822927,Desktop
100,Basic,12.644371955660194,6.125518621389871,Desktop
101,Free,298.04541576218884,6.24461894430558,Desktop
102,Basic,135.56232430193663,7.2894374116419955,Desktop
103,Free,25.44372697534939,7.961419002283795,Desktop
104,Basic,644.7622360550428,6.713149479349424,Desktop
105,Free,59.16265380557515,9.528304018300716,Mobile
106,Pro,468.6544112832998,8.136100292277677,Tablet
107,Free,164.98155860562449,7.55917057236111,Desktop
108,Free,95.27529148633623,5.346135714197208,Desktop
109,Free,238.81755587233388,5.5262762753587396,Desktop
110,Free,808.3465242579142,7.9215138754227095,Mobile
111,Basic,248.86715912187768,4.301106560767746,Mobile
112,Free,694.6888532959782,9.018956114466107,Desktop
113,Pro,67.04365744556661,7.26276923344152,Desktop
114,Free,740.8994031594318,10.0,Mobile
115,Free,135.2049330360584,10.0,Mobile
116,Free,565.6604087255281,7.227826396128725,Desktop
117,Free,417.1037708251309,7.340494496203028,Mobile
118,Free,1323.5578763142398,8.993372271003045,Desktop
119,Free,244.95830598328183,10.0,Desktop
120,Free,34.227859051140086,5.042956413845975,Mobile
121,Free,9.670664486445757,4.82043680196797,Mobile
122,Basic,876.8232259392126,6.566947791668428,Desktop
123,Basic,371.9420387367803,8.374106374760796,Mobile
124,Free,746.3700701425875,8.245310385761396,Desktop
125,Free,133.5644386220155,9.104657182475776,Mobile
126,Enterprise,211.62395363326135,5.700453707452038,Desktop
127,Basic,15.283148986313606,4.025784205546685,Mobile
128,Basic,1628.4488479234656,8.787021292953218,Mobile
129,Free,551.1112589061934,6.257705590552148,Desktop
130,Basic,1353.0641827008183,4.472268203417043,Mobile
131,Basic,154.28019610061597,7.717595618939073,Mobile
132,Basic,472.6842243809473,8.689763532328016,Mobile
133,Enterprise,567.3788183406286,7.316914301818084,Desktop
134,Free,191.03278773241576,6.813227420726266,Mobile
135,Free,942.2968339540976,7.26095665178114,Mobile
136,Basic,1470.2572425907542,6.944125856398825,Desktop
137,Pro,1080.7820487186962,5.477929332089749,Tablet
138,Free,671.7457586923357,6.427978984514352,Desktop
139,Free,162.4944869983028,8.281919857520721,Desktop
140,Free,165.37554628434194,7.98251781206475,Desktop
141,Free,1653.311742506215,7.752089708950231,Desktop
142,Basic,5.168873392039226,6.007277277219931,Mobile
143,Basic,629.4785092121541,7.227745256796499,Desktop
144,Free,612.5065749837182,4.234402430335718,Tablet
145,Free,487.3434658081642,7.767714995828085,Desktop
146,Free,2308.057232708986,9.643286561720352,Desktop
147,Free,186.89560884289395,5.288801801936842,Desktop
148,Basic,207.73640712701706,6.621108490023367,Desktop
149,Enterprise,41.114725022456916,7.993660168065194,Mobile
150,Pro,292.4138463799997,9.379263951641226,Mobile
151,Free,151.26151245955822,6.827663075549776,Mobile
152,Pro,210.33001078636576,6.461624506101155,Desktop
153,Basic,899.6089781267632,4.546615286375875,Desktop
154,Basic,1370.4249918254914,7.655157193962159,Desktop
155,Free,102.73352268225352,10.0,Desktop
156,Free,233.01292081441804,7.916037692947014,Desktop
157,Free,1319.9427710520374,7.46658153122443,Mobile
158,Free,31.900575565085667,7.983123466150478,Desktop
159,Free,48.454018310194,7.483361994077097,Mobile
160,Free,88.8407627280324,6.280478441609805,Desktop
161,Free,452.1969331851856,8.734919873516558,Desktop
162,Basic,81.53734842803942,7.838642284667632,Mobile
163,Free,1722.2045748766889,7.526419877900486,Desktop
164,Free,295.9405925430443,6.036950959082625,Mobile
165,Enterprise,348.0938595079946,9.455261897902139,Mobile
166,Pro,141.61839422852347,8.497054117999665,Desktop
167,Basic,318.34585638603846,6.670618743949047,Tablet
168,Enterprise,542.2269456987177,9.002737280522906,Desktop
169,Basic,695.5070145337542,6.753643742422189,Desktop
170,Enterprise,700.9438188166358,6.326994761233444,Mobile
171,Free,431.24598571902635,6.360445323779569,Desktop
172,Free,1173.5808918792034,4.843397170367863,Mobile
173,Free,850.2501435670823,8.207313570627308,Mobile
174,Free,707.4459290608738,4.7532826824924745,Tablet
175,Free,28.605660274103414,5.6573342531013555,Desktop
176,Basic,3.450862210747384,4.3866179863822,Desktop
177,Basic,119.41248046516135,7.37089546081366,Mobile
178,Basic,544.6136239986656,7.274519309592192,Desktop
179,Free,264.83222338555294,7.009955680220454,Desktop
180,Pro,257.42205964007474,5.936133457994136,Desktop
181,Basic,1079.6186555842173,5.74164936984504,Desktop
182,Free,1129.5849030154477,8.19655479531986,Desktop
183,Basic,1199.4118040788867,6.674172102437268,Mobile
184,Free,188.3499680104414,7.974537482304217,Mobile
185,Free,587.297321075241,6.172126970813666,Desktop
186,Pro,158.4752429051964,7.771594114156623,Desktop
187,Free,105.73709760560679,9.454917055974096,Desktop
188,Free,102.05814740946558,8.379248700589175,Mobile
189,Pro,209.35695928863473,6.88137927267528,Desktop
190,Basic,281.0222848269944,7.885798455533891,Mobile
191,Free,888.7779231457116,7.1390022382046805,Desktop
192,Free,63.85481087491485,7.5118202770420925,Mobile
193,Free,663.8728354936044,7.011583421777244,Desktop
194,Basic,379.06147377303483,7.253497191171913,Mobile
195,Free,169.8003023060038,7.818140029611262,Desktop
196,Free,339.4442448212634,6.0099619506270745,Mobile
197,Enterprise,178.29609495077298,5.976181759515033,Desktop
198,Basic,453.271640550258,5.417186169253183,Mobile
199,Free,284.4427420597862,5.099593343244435,Mobile
200,Basic,89.80593310915677,5.674075961669281,Desktop
201,Basic,61.97901028445114,7.739193760206193,Mobile
202,Free,395.5957977697022,6.160818726762174,Desktop
203,Free,1163.5056661237527,8.270421696346645,Desktop
204,Pro,210.76499495978766,7.552070623128842,Desktop
205,Free,660.2535110824133,4.54724367984292,Desktop
206,Basic,537.4401002359871,8.482463376332534,Mobile
207,Free,1340.8617619868694,8.716197968387565,Mobile
208,Free,860.1317150779932,6.00920598774772,Desktop
209,Free,418.0531620112004,8.130287314342487,Desktop
210,Free,535.0568759519473,6.215252643886202,Mobile
211,Free,1143.2892748977165,7.646505565122503,Mobile
212,Free,255.01195976414402,5.603252389567551,Desktop
213,Pro,197.8524762758463,4.810340321198135,Tablet
214,Enterprise,5.434974021507358,6.925774215580547,Desktop
215,Basic,875.9360493377885,7.314406580587746,Desktop
216,Pro,807.176738031259,6.903480459578094,Mobile
217,Free,55.161134689937825,5.7239541626661605,Desktop
218,Enterprise,430.0229981594398,6.900151406803294,Desktop
219,Free,311.79348664161927,7.903942128871101,Desktop
220,Enterprise,63.183754744653484,7.432660454816195,Mobile
221,Enterprise,1970.422886118751,7.77375154589882,Mobile
222,Basic,120.84211585809953,6.49482719931865,Desktop
223,Enterprise,34.800553260706394,9.257576872074239,Desktop
224,Basic,451.74572106310455,5.73573999516783,Desktop
225,Free,671.3620932495302,8.231340445630078,Desktop
226,Free,16.49070104427652,9.272836639439943,Desktop
227,Basic,537.5225527050154,8.221362139123343,Mobile
228,Free,379.95542209415817,7.196213659402755,Desktop
229,Basic,54.49744983834416,6.707554430005532,Desktop
230,Enterprise,94.68751323152912,9.054131476569385,Desktop
231,Free,419.6350977771915,5.365537612107491,Desktop
232,Basic,175.74251281346514,6.044813609430534,Mobile
233,Pro,1392.8631509919767,6.903663351762418,Desktop
